x,y,abs_corr
gov_effectiveness_z,gov_effectiveness_imputed,1.0000000000000024
gov_effectiveness,gov_effectiveness_z,1.0000000000000024
control_corruption_z,control_corruption_imputed,1.0000000000000022
control_corruption,control_corruption_z,1.0000000000000022
fdi_inflow_usd_ln,fdi_inflow_usd_ln_safe,1.0000000000000002
imports_usd_ln,imports_usd_ln_safe,1.0000000000000002
total_reserves_usd_ln,total_reserves_usd_ln_safe,1.0000000000000002
exports_usd_ln,exports_usd_ln_safe,1.0000000000000002
gdp_usd_ln,gdp_usd_ln_safe,1.0
political_stability,political_stability_imputed,1.0
reg_quality,reg_quality_imputed,1.0
gov_effectiveness,gov_effectiveness_imputed,1.0
control_corruption,control_corruption_imputed,1.0
rule_of_law,rule_of_law_imputed,1.0
voice_accountability,voice_accountability_imputed,1.0
rule_of_law_z,rule_of_law_imputed,0.9999999999999998
current_account_balance_usd_ln,current_account_balance_usd_ln_safe,0.9999999999999998
rule_of_law,rule_of_law_z,0.9999999999999998
external_debt_usd_ln,external_debt_usd_ln_safe,0.9999999999999996
political_stability,political_stability_z,0.9999999999999989
political_stability_z,political_stability_imputed,0.9999999999999989
reg_quality_z,reg_quality_imputed,0.9999999999999987
reg_quality,reg_quality_z,0.9999999999999986
voice_accountability,voice_accountability_z,0.9999999999999959
voice_accountability_z,voice_accountability_imputed,0.9999999999999957
exports_usd,imports_usd,0.9988668419249767
gdp_usd,gdp_usd_lag1,0.9984691137280828
gov_index_zmean,gov_index_zmean_lag1,0.994795897648265
gdp_per_capita_usd,gdp_per_capita_usd_lag1,0.9930994910736585
exports_usd_ln_safe,imports_usd_ln_safe,0.9899992716768551
imports_usd_ln,exports_usd_ln_safe,0.9899992716768551
exports_usd_ln,imports_usd_ln_safe,0.989999271676855
exports_usd_ln,imports_usd_ln,0.989999271676855
imports_usd_ln,gdp_usd_ln_safe,0.9857114610514663
gdp_usd_ln,imports_usd_ln_safe,0.9857114610514662
gdp_usd_ln_safe,imports_usd_ln_safe,0.9857114610514662
gdp_usd_ln,imports_usd_ln,0.985711461051466
imports_usd,gdp_usd,0.984983679412307
imports_usd,gdp_usd_lag1,0.9834291034927706
external_debt_usd,gdp_usd_lag1,0.9828821699342687
external_debt_usd,gdp_usd,0.9824414454609002
external_debt_usd,imports_usd,0.981842212349845
exports_usd,gdp_usd,0.980055347132697
exports_usd,gdp_usd_lag1,0.9784237907468877
exports_usd_ln,gdp_usd_ln_safe,0.9774696595532613
gdp_usd_ln_safe,exports_usd_ln_safe,0.9774696595532608
gdp_usd_ln,exports_usd_ln,0.9774696595532606
gdp_usd_ln,exports_usd_ln_safe,0.9774696595532606
external_debt_usd,exports_usd,0.9760935670533557
rule_of_law_z,gov_index_zmean,0.9748800179089904
rule_of_law,gov_index_zmean,0.9748800179089882
gov_index_zmean,rule_of_law_imputed,0.9745653896139916
rule_of_law_z,gov_index_zmean_lag1,0.9716629645958201
rule_of_law,gov_index_zmean_lag1,0.9716629645958201
gov_index_zmean_lag1,rule_of_law_imputed,0.9700360043262456
gdp_usd_ln,external_debt_usd_ln_safe,0.9554142334678445
gdp_usd_ln_safe,external_debt_usd_ln_safe,0.9554142334678443
external_debt_usd_ln,gdp_usd_ln_safe,0.955414233467844
gdp_usd_ln,external_debt_usd_ln,0.9554142334678439
gov_effectiveness,gov_index_zmean,0.9525442909001473
gov_effectiveness_z,gov_index_zmean,0.9525442909001448
imports_usd_ln,external_debt_usd_ln_safe,0.9514428506404353
external_debt_usd_ln,imports_usd_ln_safe,0.9514428506404353
imports_usd_ln_safe,external_debt_usd_ln_safe,0.9514428506404353
imports_usd_ln,external_debt_usd_ln,0.9514428506404353
control_corruption_z,gov_index_zmean,0.9511379449503659
control_corruption,gov_index_zmean,0.9511379449503611
control_corruption,gov_index_zmean_lag1,0.947955677864858
control_corruption_z,gov_index_zmean_lag1,0.947955677864857
gov_index_zmean,control_corruption_imputed,0.9472003948367222
gov_effectiveness_z,gov_index_zmean_lag1,0.9458313538286639
gov_effectiveness,gov_index_zmean_lag1,0.9458313538286612
gov_index_zmean_lag1,control_corruption_imputed,0.9436472097446396
exports_usd_ln,external_debt_usd_ln,0.9423648173478518
exports_usd_ln,external_debt_usd_ln_safe,0.9423648173478517
external_debt_usd_ln,exports_usd_ln_safe,0.9423648173478516
exports_usd_ln_safe,external_debt_usd_ln_safe,0.9423648173478514
gov_index_zmean,gov_effectiveness_imputed,0.941631555633379
imports_usd_ln_safe,fdi_inflow_usd_ln_safe,0.9370930585653773
fdi_inflow_usd_ln,imports_usd_ln_safe,0.9370930585653772
imports_usd_ln,fdi_inflow_usd_ln_safe,0.937093058565377
fdi_inflow_usd_ln,imports_usd_ln,0.9370930585653768
control_corruption,rule_of_law_z,0.9368859813347694
rule_of_law,control_corruption,0.9368859813347686
rule_of_law_z,control_corruption_z,0.9368859813347673
rule_of_law,control_corruption_z,0.9368859813347669
control_corruption_z,rule_of_law_imputed,0.9368053273407765
control_corruption,rule_of_law_imputed,0.9368053273407762
exports_usd_ln,fdi_inflow_usd_ln_safe,0.9364259814452387
fdi_inflow_usd_ln,exports_usd_ln,0.9364259814452387
fdi_inflow_usd_ln,exports_usd_ln_safe,0.9364259814452385
exports_usd_ln_safe,fdi_inflow_usd_ln_safe,0.9364259814452385
gov_index_zmean_lag1,gov_effectiveness_imputed,0.9361407930201482
rule_of_law_imputed,control_corruption_imputed,0.9359240542738458
rule_of_law_z,control_corruption_imputed,0.9341709812230384
rule_of_law,control_corruption_imputed,0.9341709812230377
reg_quality,gov_index_zmean,0.9323816827000547
reg_quality_z,gov_index_zmean,0.9323816827000507
gov_effectiveness_z,rule_of_law_imputed,0.9323371573850977
rule_of_law,gov_effectiveness_z,0.9323371573850977
gov_effectiveness_z,rule_of_law_z,0.932337157385096
gov_effectiveness,rule_of_law_z,0.9323371573850956
gov_effectiveness,rule_of_law,0.9323371573850944
gov_effectiveness,rule_of_law_imputed,0.9323371573850944
fdi_inflow_usd,external_debt_usd,0.9299783077343271
gov_effectiveness_imputed,reg_quality_imputed,0.929941292739531
reg_quality,gov_effectiveness_z,0.9297981477268166
gov_effectiveness_z,reg_quality_z,0.9297981477268147
gov_effectiveness,reg_quality,0.9297981477268132
gov_effectiveness,reg_quality_z,0.9297981477268116
gov_effectiveness_z,reg_quality_imputed,0.9297964437144641
gov_effectiveness,reg_quality_imputed,0.929796443714461
reg_quality,gov_effectiveness_imputed,0.9297476168361732
reg_quality_z,gov_effectiveness_imputed,0.9297476168361721
reg_quality,gov_index_zmean_lag1,0.9269439317868214
reg_quality_z,gov_index_zmean_lag1,0.9269439317868174
gov_effectiveness_imputed,rule_of_law_imputed,0.9246067658326994
rule_of_law_z,gov_effectiveness_imputed,0.9234352887499032
rule_of_law,gov_effectiveness_imputed,0.9234352887499023
total_reserves_usd_ln,gdp_usd_ln_safe,0.921746542802717
gdp_usd_ln_safe,total_reserves_usd_ln_safe,0.921746542802717
gdp_usd_ln,total_reserves_usd_ln,0.9217465428027168
gdp_usd_ln,total_reserves_usd_ln_safe,0.9217465428027166
gov_effectiveness_z,control_corruption_z,0.9195930579719703
gov_effectiveness,control_corruption_z,0.9195930579719688
control_corruption,gov_effectiveness_z,0.9195930579719686
gov_effectiveness_z,control_corruption_imputed,0.9195930579719684
gov_effectiveness,control_corruption,0.9195930579719648
gov_effectiveness,control_corruption_imputed,0.9195930579719648
gov_effectiveness_imputed,control_corruption_imputed,0.9194423954305592
gov_index_zmean,reg_quality_imputed,0.9190093333418589
control_corruption_z,gov_effectiveness_imputed,0.9180497116418631
control_corruption,gov_effectiveness_imputed,0.9180497116418624
gov_index_zmean_lag1,reg_quality_imputed,0.9146838015374674
gdp_usd_ln,fdi_inflow_usd_ln_safe,0.9144326016467748
gdp_usd_ln,fdi_inflow_usd_ln,0.9144326016467748
gdp_usd_ln_safe,fdi_inflow_usd_ln_safe,0.9144326016467746
fdi_inflow_usd_ln,gdp_usd_ln_safe,0.9144326016467746
total_reserves_usd_ln,imports_usd_ln,0.9079795992452956
imports_usd_ln,total_reserves_usd_ln_safe,0.9079795992452956
total_reserves_usd_ln,imports_usd_ln_safe,0.9079795992452954
imports_usd_ln_safe,total_reserves_usd_ln_safe,0.9079795992452954
reg_quality_z,rule_of_law_z,0.9039480056189696
reg_quality,rule_of_law_z,0.9039480056189684
reg_quality,rule_of_law,0.9039480056189674
reg_quality,rule_of_law_imputed,0.9039480056189674
reg_quality_z,rule_of_law_imputed,0.9039480056189626
rule_of_law,reg_quality_z,0.9039480056189626
total_reserves_usd_ln,exports_usd_ln_safe,0.8981803911101256
exports_usd_ln_safe,total_reserves_usd_ln_safe,0.8981803911101255
exports_usd_ln,total_reserves_usd_ln_safe,0.8981803911101253
total_reserves_usd_ln,exports_usd_ln,0.8981803911101253
reg_quality_imputed,rule_of_law_imputed,0.8958521333422357
rule_of_law,reg_quality_imputed,0.8940067703929432
rule_of_law_z,reg_quality_imputed,0.89400677039294
external_debt_usd_ln,fdi_inflow_usd_ln_safe,0.8812626572330838
fdi_inflow_usd_ln_safe,external_debt_usd_ln_safe,0.8812626572330837
fdi_inflow_usd_ln,external_debt_usd_ln,0.8812626572330837
fdi_inflow_usd_ln,external_debt_usd_ln_safe,0.8812626572330836
fdi_inflow_usd,imports_usd,0.8770659204096718
gov_index_zmean,voice_accountability_imputed,0.8761771008361031
voice_accountability_z,gov_index_zmean,0.8755182055955938
voice_accountability,gov_index_zmean,0.8755182055955921
fdi_inflow_usd,gdp_usd,0.8751129374507147
fdi_inflow_usd,exports_usd,0.8732934453479968
fdi_inflow_usd,gdp_usd_lag1,0.8730889187032697
inflation_consumer_prices_pct,inflation_gdp_deflator_pct,0.8718100769931242
gov_index_zmean_lag1,voice_accountability_imputed,0.8704272240129505
voice_accountability,gov_index_zmean_lag1,0.8702641931232051
voice_accountability_z,gov_index_zmean_lag1,0.8702641931232035
reg_quality_z,control_corruption_z,0.8656427838969137
reg_quality_z,control_corruption_imputed,0.8656427838969136
control_corruption,reg_quality_z,0.8656427838969136
reg_quality,control_corruption_z,0.8656427838969131
reg_quality,control_corruption_imputed,0.8656427838969121
reg_quality,control_corruption,0.8656427838969121
external_debt_usd,total_reserves_usd,0.8656250004323746
reg_quality_imputed,control_corruption_imputed,0.8652035036651017
control_corruption,reg_quality_imputed,0.8645450887825176
control_corruption_z,reg_quality_imputed,0.8645450887825162
total_reserves_usd_ln_safe,external_debt_usd_ln_safe,0.8644180752771313
external_debt_usd_ln,total_reserves_usd_ln_safe,0.8644180752771312
total_reserves_usd_ln,external_debt_usd_ln_safe,0.8644180752771312
total_reserves_usd_ln,external_debt_usd_ln,0.8644180752771309
gdp_usd_ln_safe,current_account_balance_usd_ln_safe,0.8534672286255262
gdp_usd_ln,current_account_balance_usd_ln_safe,0.853467228625526
gdp_usd_ln,current_account_balance_usd_ln,0.8534672286255258
current_account_balance_usd_ln,gdp_usd_ln_safe,0.8534672286255258
current_account_balance_usd_ln,exports_usd_ln_safe,0.8489723316116954
exports_usd_ln,current_account_balance_usd_ln,0.8489723316116952
exports_usd_ln,current_account_balance_usd_ln_safe,0.8489723316116952
exports_usd_ln_safe,current_account_balance_usd_ln_safe,0.8489723316116952
gov_index_zmean,political_stability_imputed,0.8389203373024602
political_stability_z,gov_index_zmean,0.8383391923679616
political_stability,gov_index_zmean,0.8383391923679615
gov_index_zmean_lag1,political_stability_imputed,0.8304512646865129
gdp_per_capita_usd_ln,gov_effectiveness_z,0.8302196885236186
gov_effectiveness,gdp_per_capita_usd_ln,0.8302196885236166
gdp_per_capita_usd_ln,gov_effectiveness_imputed,0.8301338058748524
imports_usd_ln_safe,current_account_balance_usd_ln_safe,0.8296755734255036
imports_usd_ln,current_account_balance_usd_ln_safe,0.8296755734255036
current_account_balance_usd_ln,imports_usd_ln_safe,0.8296755734255036
imports_usd_ln,current_account_balance_usd_ln,0.8296755734255035
political_stability_z,gov_index_zmean_lag1,0.8281835340655123
political_stability,gov_index_zmean_lag1,0.8281835340655109
voice_accountability_imputed,rule_of_law_imputed,0.8253992974724369
rule_of_law_z,voice_accountability_imputed,0.823154964862928
rule_of_law,voice_accountability_imputed,0.8231549648629278
voice_accountability,rule_of_law_z,0.8225537828749042
voice_accountability_z,rule_of_law_z,0.8225537828749024
voice_accountability,rule_of_law,0.8225537828749014
rule_of_law,voice_accountability_z,0.8225537828749007
voice_accountability,rule_of_law_imputed,0.8225217712650726
voice_accountability_z,rule_of_law_imputed,0.8225217712650724
fdi_inflow_usd_ln_safe,total_reserves_usd_ln_safe,0.8049116284148305
fdi_inflow_usd_ln,total_reserves_usd_ln_safe,0.8049116284148303
fdi_inflow_usd_ln,total_reserves_usd_ln,0.8049116284148302
total_reserves_usd_ln,fdi_inflow_usd_ln_safe,0.8049116284148301
gdp_per_capita_usd_ln,gov_index_zmean,0.8029985739639866
gdp_per_capita_usd_ln,gov_index_zmean_lag1,0.7993872622809075
gdp_per_capita_usd_ln,reg_quality_z,0.7968235840825304
reg_quality,gdp_per_capita_usd_ln,0.7968235840825283
political_stability_imputed,rule_of_law_imputed,0.7956111379134029
gdp_per_capita_usd_ln,reg_quality_imputed,0.7952349848180863
rule_of_law_z,political_stability_imputed,0.7911340686435605
rule_of_law,political_stability_imputed,0.7911340686435586
political_stability_z,rule_of_law_imputed,0.7906235548473644
political_stability,rule_of_law_imputed,0.7906235548473617
political_stability,rule_of_law_z,0.7905269687802412
political_stability_z,rule_of_law_z,0.7905269687802382
political_stability,rule_of_law,0.7905269687802362
rule_of_law,political_stability_z,0.790526968780236
gdp_per_capita_usd_ln,rule_of_law_z,0.7863259031616341
rule_of_law,gdp_per_capita_usd_ln,0.786325903161634
total_reserves_usd_ln_safe,current_account_balance_usd_ln_safe,0.7853204406490978
current_account_balance_usd_ln,total_reserves_usd_ln_safe,0.7853204406490976
total_reserves_usd_ln,current_account_balance_usd_ln_safe,0.7853204406490975
total_reserves_usd_ln,current_account_balance_usd_ln,0.7853204406490975
gdp_per_capita_usd_ln,rule_of_law_imputed,0.7839143248222425
reg_quality_z,voice_accountability_imputed,0.7808009646992511
reg_quality,voice_accountability_imputed,0.7808009646992495
reg_quality,voice_accountability_z,0.7806223946610946
voice_accountability_z,reg_quality_z,0.7806223946610934
voice_accountability,reg_quality,0.7806223946610931
voice_accountability,reg_quality_z,0.7806223946610931
voice_accountability_imputed,control_corruption_imputed,0.7785302116605044
control_corruption_z,voice_accountability_imputed,0.7769697590311854
control_corruption,voice_accountability_imputed,0.7769697590311839
voice_accountability_z,control_corruption_z,0.7760072036631128
voice_accountability,control_corruption,0.7760072036631118
control_corruption,voice_accountability_z,0.7760072036631109
voice_accountability,control_corruption_z,0.7760072036631104
voice_accountability_z,control_corruption_imputed,0.7751974357469655
voice_accountability,control_corruption_imputed,0.7751974357469631
control_corruption,gdp_per_capita_usd_ln,0.7721265119890496
gdp_per_capita_usd_ln,control_corruption_z,0.7721265119890479
gdp_per_capita_usd_ln,control_corruption_imputed,0.7718973267241523
voice_accountability_imputed,reg_quality_imputed,0.7717640747019905
voice_accountability_z,reg_quality_imputed,0.7692043571381355
voice_accountability,reg_quality_imputed,0.7692043571381312
gdp_per_capita_usd,gdp_per_capita_usd_ln,0.7647343970485562
gdp_per_capita_usd_ln,gdp_per_capita_usd_lag1,0.7640668878243311
gov_effectiveness_z,voice_accountability_imputed,0.7564841318789617
gov_effectiveness,voice_accountability_imputed,0.7564841318789571
political_stability_imputed,control_corruption_imputed,0.7562853546364403
voice_accountability,gov_effectiveness,0.7554541761310222
voice_accountability,gov_effectiveness_z,0.7554541761310201
gov_effectiveness,voice_accountability_z,0.7554541761310196
voice_accountability_z,gov_effectiveness_z,0.7554541761310185
political_stability_z,control_corruption_imputed,0.7534276149628296
political_stability,control_corruption_imputed,0.7534276149628293
political_stability_z,control_corruption_z,0.7526171660541233
political_stability,control_corruption,0.7526171660541231
political_stability,control_corruption_z,0.7526171660541222
control_corruption,political_stability_z,0.7526171660541213
control_corruption,political_stability_imputed,0.7523528790669913
control_corruption_z,political_stability_imputed,0.7523528790669901
voice_accountability_imputed,gov_effectiveness_imputed,0.7519943581114824
fdi_inflow_usd_ln,current_account_balance_usd_ln_safe,0.7489183571404258
fdi_inflow_usd_ln_safe,current_account_balance_usd_ln_safe,0.7489183571404258
fdi_inflow_usd_ln,current_account_balance_usd_ln,0.7489183571404254
current_account_balance_usd_ln,fdi_inflow_usd_ln_safe,0.7489183571404251
voice_accountability_z,gov_effectiveness_imputed,0.748615313858191
voice_accountability,gov_effectiveness_imputed,0.7486153138581889
gov_effectiveness_z,political_stability_imputed,0.7211622978798972
gov_effectiveness,political_stability_imputed,0.7211622978798959
political_stability_z,gov_effectiveness_z,0.7211491813243774
gov_effectiveness,political_stability_z,0.7211491813243773
political_stability,gov_effectiveness,0.7211491813243769
political_stability,gov_effectiveness_z,0.7211491813243756
political_stability_imputed,gov_effectiveness_imputed,0.7187780994190567
political_stability,gov_effectiveness_imputed,0.7185676241080733
political_stability_z,gov_effectiveness_imputed,0.7185676241080721
external_debt_usd_ln,current_account_balance_usd_ln_safe,0.7124764971280055
current_account_balance_usd_ln_safe,external_debt_usd_ln_safe,0.7124764971280055
current_account_balance_usd_ln,external_debt_usd_ln_safe,0.7124764971280049
external_debt_usd_ln,current_account_balance_usd_ln,0.7124764971280049
voice_accountability_imputed,political_stability_imputed,0.6987485798302846
gov_effectiveness,gdp_per_capita_usd_lag1,0.6937605213209189
gov_effectiveness_z,gdp_per_capita_usd_lag1,0.6937605213209178
gov_effectiveness,gdp_per_capita_usd,0.6931182017687357
gdp_per_capita_usd,gov_effectiveness_z,0.6931182017687352
voice_accountability_z,political_stability_imputed,0.6918956297774538
voice_accountability,political_stability_imputed,0.6918956297774537
political_stability,voice_accountability_imputed,0.6911960996077653
political_stability_z,voice_accountability_imputed,0.691196099607762
gdp_per_capita_usd_lag1,gov_effectiveness_imputed,0.6906552017484239
voice_accountability_z,political_stability_z,0.6894837695799305
voice_accountability,political_stability,0.6894837695799294
political_stability,voice_accountability_z,0.6894837695799277
voice_accountability,political_stability_z,0.6894837695799259
gdp_per_capita_usd,gov_effectiveness_imputed,0.6891640584462452
control_corruption,gdp_per_capita_usd_lag1,0.67955758040366
control_corruption_z,gdp_per_capita_usd_lag1,0.6795575804036558
gdp_per_capita_usd,control_corruption_z,0.6782669100612629
control_corruption,gdp_per_capita_usd,0.6782669100612619
gdp_per_capita_usd_lag1,control_corruption_imputed,0.670738323043267
gdp_per_capita_usd,control_corruption_imputed,0.668471439064417
political_stability,reg_quality,0.668062209772967
political_stability_z,reg_quality_z,0.6680622097729666
political_stability,reg_quality_z,0.6680622097729663
reg_quality,political_stability_z,0.6680622097729662
reg_quality,political_stability_imputed,0.6680386834099549
reg_quality_z,political_stability_imputed,0.6680386834099526
political_stability_z,reg_quality_imputed,0.6644908164585319
political_stability,reg_quality_imputed,0.6644908164585306
political_stability_imputed,reg_quality_imputed,0.6636458929753736
reg_quality,gdp_per_capita_usd_lag1,0.6584396359276325
reg_quality_z,gdp_per_capita_usd_lag1,0.658439635927631
reg_quality,gdp_per_capita_usd,0.6578766169965842
gdp_per_capita_usd,reg_quality_z,0.6578766169965825
gdp_per_capita_usd_ln,political_stability_z,0.6508006348136677
political_stability,gdp_per_capita_usd_ln,0.6508006348136652
gov_index_zmean_lag1,gdp_per_capita_usd_lag1,0.6486485760151043
gdp_per_capita_usd_ln,political_stability_imputed,0.6476272674904585
gdp_per_capita_usd_lag1,reg_quality_imputed,0.6473959443360396
gov_index_zmean,gdp_per_capita_usd_lag1,0.6469303542364068
gdp_per_capita_usd,reg_quality_imputed,0.6460646762915168
gdp_per_capita_usd,gov_index_zmean_lag1,0.6448652397763981
rule_of_law_z,gdp_per_capita_usd_lag1,0.6437833153588568
rule_of_law,gdp_per_capita_usd_lag1,0.6437833153588537
gdp_per_capita_usd,gov_index_zmean,0.6436767429829482
gdp_per_capita_usd_lag1,rule_of_law_imputed,0.642501506880307
gdp_per_capita_usd,rule_of_law_z,0.6406172155457085
rule_of_law,gdp_per_capita_usd,0.6406172155457077
gdp_per_capita_usd,rule_of_law_imputed,0.6392065540985631
total_reserves_usd,gdp_usd,0.6388785267914793
total_reserves_usd,gdp_usd_lag1,0.6333286882731796
gdp_per_capita_usd_ln,voice_accountability_imputed,0.6162640868083729
voice_accountability,gdp_per_capita_usd_ln,0.613509635334454
gdp_per_capita_usd_ln,voice_accountability_z,0.6135096353344531
total_reserves_usd,exports_usd,0.596025484196516
current_account_balance_usd,current_account_balance_usd_ln,0.5786580100821106
current_account_balance_usd,current_account_balance_usd_ln_safe,0.5786580100821104
total_reserves_usd,imports_usd,0.5756671221496107
external_debt_usd,imports_usd_ln,0.5621839464517274
external_debt_usd,imports_usd_ln_safe,0.5621839464517273
gov_effectiveness_z,exports_usd_ln_safe,0.5526853388731912
exports_usd_ln,gov_effectiveness_z,0.5526853388731909
gov_effectiveness,exports_usd_ln,0.552685338873189
gov_effectiveness,exports_usd_ln_safe,0.5526853388731887
gdp_usd,imports_usd_ln,0.5473284514132292
gdp_usd,imports_usd_ln_safe,0.5473284514132291
gov_effectiveness_imputed,exports_usd_ln_safe,0.5465445862247738
exports_usd_ln,gov_effectiveness_imputed,0.5465445862247736
gdp_usd_lag1,imports_usd_ln_safe,0.5463306680576034
imports_usd_ln,gdp_usd_lag1,0.5463306680576033
imports_usd,external_debt_usd_ln,0.5448401793423643
imports_usd,external_debt_usd_ln_safe,0.5448401793423643
exports_usd,imports_usd_ln,0.5447095416693014
exports_usd,imports_usd_ln_safe,0.5447095416693012
imports_usd,imports_usd_ln,0.542551921595331
imports_usd,imports_usd_ln_safe,0.5425519215953309
external_debt_usd,exports_usd_ln_safe,0.5418093265518206
external_debt_usd,exports_usd_ln,0.5418093265518206
reg_quality_z,exports_usd_ln_safe,0.5410348874140252
exports_usd_ln,reg_quality_z,0.541034887414025
reg_quality,exports_usd_ln_safe,0.541034887414025
reg_quality,exports_usd_ln,0.5410348874140248
external_debt_usd,gdp_usd_ln,0.5406848198624773
external_debt_usd,gdp_usd_ln_safe,0.5406848198624771
exports_usd,external_debt_usd_ln,0.5390230207432156
exports_usd,external_debt_usd_ln_safe,0.5390230207432155
exports_usd,gdp_usd_ln,0.5383667868127061
exports_usd,gdp_usd_ln_safe,0.5383667868127061
imports_usd_ln,gov_effectiveness_z,0.5379574498980042
gov_effectiveness_z,imports_usd_ln_safe,0.5379574498980041
gov_effectiveness,imports_usd_ln_safe,0.5379574498980018
gov_effectiveness,imports_usd_ln,0.5379574498980018
exports_usd_ln,reg_quality_imputed,0.5370505299658282
reg_quality_imputed,exports_usd_ln_safe,0.537050529965828
imports_usd,gdp_usd_ln_safe,0.5365021841002706
imports_usd,gdp_usd_ln,0.5365021841002704
external_debt_usd,external_debt_usd_ln_safe,0.5329769673355943
external_debt_usd,external_debt_usd_ln,0.5329769673355942
gov_effectiveness_imputed,imports_usd_ln_safe,0.532452306137626
imports_usd_ln,gov_effectiveness_imputed,0.5324523061376257
fdi_inflow_usd,external_debt_usd_ln,0.5322799294608526
fdi_inflow_usd,external_debt_usd_ln_safe,0.5322799294608522
reg_quality_z,imports_usd_ln_safe,0.5310135265656265
imports_usd_ln,reg_quality_z,0.5310135265656265
reg_quality,imports_usd_ln,0.5310135265656261
reg_quality,imports_usd_ln_safe,0.5310135265656258
gdp_usd,gdp_usd_ln_safe,0.5304370344259552
gdp_usd,gdp_usd_ln,0.5304370344259551
gdp_usd_lag1,gdp_usd_ln_safe,0.5299660910600428
